n,m,dims,k,time_dist,time_sort,serial_parallel,distance_function,sort_function
300,50,2,5,0.000924,0.012322,serial,euclidean,insertion
300,50,2,5,0.000251,0.001858,parallel,euclidean,insertion
300,150,2,5,0.002385,0.027028,serial,euclidean,insertion
300,150,2,5,0.000457,0.003595,parallel,euclidean,insertion
300,250,2,5,0.003397,0.044565,serial,euclidean,insertion
300,250,2,5,0.005000,0.010090,parallel,euclidean,insertion
300,350,2,5,0.004237,0.062472,serial,euclidean,insertion
300,350,2,5,0.005130,0.018040,parallel,euclidean,insertion
300,450,2,5,0.005800,0.107009,serial,euclidean,insertion
300,450,2,5,0.022719,0.017022,parallel,euclidean,insertion
400,50,2,5,0.001139,0.016366,serial,euclidean,insertion
400,50,2,5,0.001030,0.002274,parallel,euclidean,insertion
400,150,2,5,0.002854,0.047833,serial,euclidean,insertion
400,150,2,5,0.005775,0.012223,parallel,euclidean,insertion
400,250,2,5,0.004511,0.105650,serial,euclidean,insertion
400,250,2,5,0.005077,0.018845,parallel,euclidean,insertion
400,350,2,5,0.006516,0.148048,serial,euclidean,insertion
400,350,2,5,0.010869,0.017760,parallel,euclidean,insertion
400,450,2,5,0.006814,0.190773,serial,euclidean,insertion
400,450,2,5,0.012901,0.029793,parallel,euclidean,insertion
500,50,2,5,0.001510,0.032793,serial,euclidean,insertion
500,50,2,5,0.002975,0.006725,parallel,euclidean,insertion
500,150,2,5,0.004729,0.097744,serial,euclidean,insertion
500,150,2,5,0.004959,0.013928,parallel,euclidean,insertion
500,250,2,5,0.005525,0.162921,serial,euclidean,insertion
500,250,2,5,0.010807,0.018590,parallel,euclidean,insertion
500,350,2,5,0.007230,0.227975,serial,euclidean,insertion
500,350,2,5,0.009797,0.023971,parallel,euclidean,insertion
500,450,2,5,0.009026,0.252139,serial,euclidean,insertion
500,450,2,5,0.012925,0.028418,parallel,euclidean,insertion
600,50,2,5,0.001737,0.046878,serial,euclidean,insertion
600,50,2,5,0.003369,0.009956,parallel,euclidean,insertion
600,150,2,5,0.004090,0.139811,serial,euclidean,insertion
600,150,2,5,0.004390,0.019025,parallel,euclidean,insertion
600,250,2,5,0.006308,0.187261,serial,euclidean,insertion
600,250,2,5,0.012629,0.027125,parallel,euclidean,insertion
600,350,2,5,0.008292,0.311966,serial,euclidean,insertion
600,350,2,5,0.013630,0.033814,parallel,euclidean,insertion
600,450,2,5,0.010594,0.380579,serial,euclidean,insertion
600,450,2,5,0.011515,0.040121,parallel,euclidean,insertion
200,50,2,5,0.000262,0.004963,serial,manhattan,insertion
200,50,2,5,0.003896,0.002165,parallel,manhattan,insertion
200,150,2,5,0.000763,0.012827,serial,manhattan,insertion
200,150,2,5,0.003599,0.006456,parallel,manhattan,insertion
200,250,2,5,0.001269,0.020869,serial,manhattan,insertion
200,250,2,5,0.004290,0.011306,parallel,manhattan,insertion
200,350,2,5,0.001776,0.031448,serial,manhattan,insertion
200,350,2,5,0.003323,0.007837,parallel,manhattan,insertion
200,450,2,5,0.003344,0.047755,serial,manhattan,insertion
200,450,2,5,0.012097,0.015176,parallel,manhattan,insertion
300,50,2,5,0.000432,0.012707,serial,manhattan,insertion
300,50,2,5,0.002255,0.001527,parallel,manhattan,insertion
300,150,2,5,0.001250,0.036119,serial,manhattan,insertion
300,150,2,5,0.002031,0.004680,parallel,manhattan,insertion
300,250,2,5,0.002048,0.059481,serial,manhattan,insertion
300,250,2,5,0.004258,0.011882,parallel,manhattan,insertion
300,350,2,5,0.002719,0.083207,serial,manhattan,insertion
300,350,2,5,0.005758,0.010699,parallel,manhattan,insertion
300,450,2,5,0.003360,0.106972,serial,manhattan,insertion
300,450,2,5,0.008169,0.017361,parallel,manhattan,insertion
400,50,2,5,0.000555,0.021765,serial,manhattan,insertion
400,50,2,5,0.003825,0.008379,parallel,manhattan,insertion
400,150,2,5,0.002491,0.063966,serial,manhattan,insertion
400,150,2,5,0.004960,0.009618,parallel,manhattan,insertion
400,250,2,5,0.002732,0.105659,serial,manhattan,insertion
400,250,2,5,0.005784,0.018361,parallel,manhattan,insertion
400,350,2,5,0.003120,0.147764,serial,manhattan,insertion
400,350,2,5,0.011125,0.020599,parallel,manhattan,insertion
400,450,2,5,0.004248,0.189915,serial,manhattan,insertion
400,450,2,5,0.012146,0.021313,parallel,manhattan,insertion
500,50,2,5,0.000683,0.033058,serial,manhattan,insertion
500,50,2,5,0.003369,0.006890,parallel,manhattan,insertion
500,150,2,5,0.002043,0.099435,serial,manhattan,insertion
500,150,2,5,0.008477,0.011627,parallel,manhattan,insertion
500,250,2,5,0.003195,0.162767,serial,manhattan,insertion
500,250,2,5,0.015306,0.028395,parallel,manhattan,insertion
500,350,2,5,0.004307,0.228151,serial,manhattan,insertion
500,350,2,5,0.016221,0.027431,parallel,manhattan,insertion
500,450,2,5,0.005173,0.286274,serial,manhattan,insertion
500,450,2,5,0.010331,0.031758,parallel,manhattan,insertion
600,50,2,5,0.000632,0.046716,serial,manhattan,insertion
600,50,2,5,0.002964,0.009575,parallel,manhattan,insertion
600,150,2,5,0.002388,0.139769,serial,manhattan,insertion
600,150,2,5,0.008484,0.020692,parallel,manhattan,insertion
600,250,2,5,0.003580,0.233285,serial,manhattan,insertion
600,250,2,5,0.010524,0.027930,parallel,manhattan,insertion
600,350,2,5,0.004978,0.295300,serial,manhattan,insertion
600,350,2,5,0.008704,0.031337,parallel,manhattan,insertion
600,450,2,5,0.005815,0.355146,serial,manhattan,insertion
600,450,2,5,0.010355,0.039879,parallel,manhattan,insertion
10000,50,2,5,0.017381,0.090178,serial,euclidean,quick
10000,50,2,5,0.003569,0.009280,parallel,euclidean,quick
10000,150,2,5,0.050815,0.251749,serial,euclidean,quick
10000,150,2,5,0.015088,0.019963,parallel,euclidean,quick
10000,250,2,5,0.064209,0.339862,serial,euclidean,quick
10000,250,2,5,0.027555,0.031917,parallel,euclidean,quick
10000,350,2,5,0.118344,0.490611,serial,euclidean,quick
10000,350,2,5,0.028622,0.041760,parallel,euclidean,quick
10000,450,2,5,0.151085,0.617678,serial,euclidean,quick
10000,450,2,5,0.037336,0.046951,parallel,euclidean,quick
15000,50,2,5,0.025111,0.140219,serial,euclidean,quick
15000,50,2,5,0.005377,0.012442,parallel,euclidean,quick
15000,150,2,5,0.075289,0.356952,serial,euclidean,quick
15000,150,2,5,0.017596,0.031793,parallel,euclidean,quick
15000,250,2,5,0.125027,0.571939,serial,euclidean,quick
15000,250,2,5,0.026520,0.044352,parallel,euclidean,quick
15000,350,2,5,0.174140,0.780422,serial,euclidean,quick
15000,350,2,5,0.040181,0.063957,parallel,euclidean,quick
15000,450,2,5,0.224579,0.979262,serial,euclidean,quick
15000,450,2,5,0.046116,0.071963,parallel,euclidean,quick
20000,50,2,5,0.033489,0.191886,serial,euclidean,quick
20000,50,2,5,0.006902,0.019987,parallel,euclidean,quick
20000,150,2,5,0.100491,0.478367,serial,euclidean,quick
20000,150,2,5,0.020720,0.041079,parallel,euclidean,quick
20000,250,2,5,0.162619,0.755112,serial,euclidean,quick
20000,250,2,5,0.090265,0.059616,parallel,euclidean,quick
20000,350,2,5,0.179981,1.012783,serial,euclidean,quick
20000,350,2,5,0.042135,0.081990,parallel,euclidean,quick
20000,450,2,5,0.298423,1.436392,serial,euclidean,quick
20000,450,2,5,0.049729,0.104115,parallel,euclidean,quick
25000,50,2,5,0.041214,0.243838,serial,euclidean,quick
25000,50,2,5,0.008891,0.021594,parallel,euclidean,quick
25000,150,2,5,0.123810,0.600965,serial,euclidean,quick
25000,150,2,5,0.029637,0.049361,parallel,euclidean,quick
25000,250,2,5,0.168932,0.940578,serial,euclidean,quick
25000,250,2,5,0.035102,0.071869,parallel,euclidean,quick
25000,350,2,5,0.290641,1.379820,serial,euclidean,quick
25000,350,2,5,0.048696,0.100848,parallel,euclidean,quick
25000,450,2,5,0.364743,1.710594,serial,euclidean,quick
25000,450,2,5,0.103710,0.110989,parallel,euclidean,quick
30000,50,2,5,0.049818,0.286294,serial,euclidean,quick
30000,50,2,5,0.009349,0.025388,parallel,euclidean,quick
30000,150,2,5,0.149431,0.704914,serial,euclidean,quick
30000,150,2,5,0.021816,0.059306,parallel,euclidean,quick
30000,250,2,5,0.242031,1.196423,serial,euclidean,quick
30000,250,2,5,0.036523,0.090926,parallel,euclidean,quick
30000,350,2,5,0.338586,1.667344,serial,euclidean,quick
30000,350,2,5,0.060799,0.106755,parallel,euclidean,quick
30000,450,2,5,0.421567,2.140819,serial,euclidean,quick
30000,450,2,5,0.064766,0.158710,parallel,euclidean,quick
10000,50,2,5,0.009611,0.090210,serial,manhattan,quick
10000,50,2,5,0.002884,0.009921,parallel,manhattan,quick
10000,150,2,5,0.026761,0.252707,serial,manhattan,quick
10000,150,2,5,0.016233,0.029144,parallel,manhattan,quick
10000,250,2,5,0.043942,0.426381,serial,manhattan,quick
10000,250,2,5,0.021560,0.038244,parallel,manhattan,quick
10000,350,2,5,0.059076,0.566025,serial,manhattan,quick
10000,350,2,5,0.028022,0.042916,parallel,manhattan,quick
10000,450,2,5,0.077506,0.661073,serial,manhattan,quick
10000,450,2,5,0.039740,0.050277,parallel,manhattan,quick
15000,50,2,5,0.012557,0.140493,serial,manhattan,quick
15000,50,2,5,0.005201,0.017331,parallel,manhattan,quick
15000,150,2,5,0.038363,0.364196,serial,manhattan,quick
15000,150,2,5,0.021256,0.026519,parallel,manhattan,quick
15000,250,2,5,0.054732,0.566813,serial,manhattan,quick
15000,250,2,5,0.026670,0.045129,parallel,manhattan,quick
15000,350,2,5,0.088877,0.783806,serial,manhattan,quick
15000,350,2,5,0.031988,0.071974,parallel,manhattan,quick
15000,450,2,5,0.114270,0.996290,serial,manhattan,quick
15000,450,2,5,0.039796,0.077692,parallel,manhattan,quick
20000,50,2,5,0.016760,0.192260,serial,manhattan,quick
20000,50,2,5,0.009157,0.018496,parallel,manhattan,quick
20000,150,2,5,0.051349,0.479532,serial,manhattan,quick
20000,150,2,5,0.016277,0.036721,parallel,manhattan,quick
20000,250,2,5,0.086076,0.766504,serial,manhattan,quick
20000,250,2,5,0.031626,0.054472,parallel,manhattan,quick
20000,350,2,5,0.119722,1.152360,serial,manhattan,quick
20000,350,2,5,0.039647,0.089440,parallel,manhattan,quick
20000,450,2,5,0.125164,1.369427,serial,manhattan,quick
20000,450,2,5,0.046883,0.098223,parallel,manhattan,quick
25000,50,2,5,0.020841,0.223952,serial,manhattan,quick
25000,50,2,5,0.010808,0.018295,parallel,manhattan,quick
25000,150,2,5,0.063068,0.599193,serial,manhattan,quick
25000,150,2,5,0.020310,0.045388,parallel,manhattan,quick
25000,250,2,5,0.105116,1.035683,serial,manhattan,quick
25000,250,2,5,0.030772,0.070887,parallel,manhattan,quick
25000,350,2,5,0.146085,1.339210,serial,manhattan,quick
25000,350,2,5,0.039455,0.099228,parallel,manhattan,quick
25000,450,2,5,0.190890,1.717272,serial,manhattan,quick
25000,450,2,5,0.057869,0.129214,parallel,manhattan,quick
30000,50,2,5,0.028506,0.296233,serial,manhattan,quick
30000,50,2,5,0.008591,0.033264,parallel,manhattan,quick
30000,150,2,5,0.060444,0.690585,serial,manhattan,quick
30000,150,2,5,0.024940,0.051598,parallel,manhattan,quick
30000,250,2,5,0.113140,1.224952,serial,manhattan,quick
30000,250,2,5,0.033325,0.089904,parallel,manhattan,quick
30000,350,2,5,0.179869,1.729547,serial,manhattan,quick
30000,350,2,5,0.054421,0.118141,parallel,manhattan,quick
30000,450,2,5,0.234606,2.129484,serial,manhattan,quick
30000,450,2,5,0.053515,0.144398,parallel,manhattan,quick
10000,50,2,5,0.019462,0.143441,serial,euclidean,merge
10000,50,2,5,0.010280,0.016521,parallel,euclidean,merge
10000,150,2,5,0.050468,0.393224,serial,euclidean,merge
10000,150,2,5,0.034674,0.041368,parallel,euclidean,merge
10000,250,2,5,0.084537,0.622717,serial,euclidean,merge
10000,250,2,5,0.027426,0.053435,parallel,euclidean,merge
10000,350,2,5,0.116941,0.846028,serial,euclidean,merge
10000,350,2,5,0.026599,0.063398,parallel,euclidean,merge
10000,450,2,5,0.150685,1.042757,serial,euclidean,merge
10000,450,2,5,0.040092,0.081512,parallel,euclidean,merge
15000,50,2,5,0.021582,0.168035,serial,euclidean,merge
15000,50,2,5,0.008347,0.030230,parallel,euclidean,merge
15000,150,2,5,0.077381,0.562030,serial,euclidean,merge
15000,150,2,5,0.018391,0.056118,parallel,euclidean,merge
15000,250,2,5,0.124486,0.862103,serial,euclidean,merge
15000,250,2,5,0.030865,0.066543,parallel,euclidean,merge
15000,350,2,5,0.181078,1.287157,serial,euclidean,merge
15000,350,2,5,0.036526,0.099205,parallel,euclidean,merge
15000,450,2,5,0.218991,1.753490,serial,euclidean,merge
15000,450,2,5,0.043644,0.132763,parallel,euclidean,merge
20000,50,2,5,0.035080,0.306710,serial,euclidean,merge
20000,50,2,5,0.010595,0.024126,parallel,euclidean,merge
20000,150,2,5,0.105477,0.727424,serial,euclidean,merge
20000,150,2,5,0.027072,0.056584,parallel,euclidean,merge
20000,250,2,5,0.165389,1.349151,serial,euclidean,merge
20000,250,2,5,0.031152,0.108246,parallel,euclidean,merge
20000,350,2,5,0.227430,1.813374,serial,euclidean,merge
20000,350,2,5,0.043645,0.145228,parallel,euclidean,merge
20000,450,2,5,0.283095,2.194898,serial,euclidean,merge
20000,450,2,5,0.054652,0.167367,parallel,euclidean,merge
25000,50,2,5,0.042714,0.374446,serial,euclidean,merge
25000,50,2,5,0.010709,0.042248,parallel,euclidean,merge
25000,150,2,5,0.103623,0.876458,serial,euclidean,merge
25000,150,2,5,0.023735,0.076147,parallel,euclidean,merge
25000,250,2,5,0.209509,1.657123,serial,euclidean,merge
25000,250,2,5,0.035881,0.130289,parallel,euclidean,merge
25000,350,2,5,0.292578,2.036963,serial,euclidean,merge
25000,350,2,5,0.047064,0.166627,parallel,euclidean,merge
25000,450,2,5,0.380561,2.925185,serial,euclidean,merge
25000,450,2,5,0.056365,0.206996,parallel,euclidean,merge
30000,50,2,5,0.049385,0.405805,serial,euclidean,merge
30000,50,2,5,0.009335,0.037076,parallel,euclidean,merge
30000,150,2,5,0.152350,1.089369,serial,euclidean,merge
30000,150,2,5,0.028161,0.091384,parallel,euclidean,merge
30000,250,2,5,0.252756,1.964898,serial,euclidean,merge
30000,250,2,5,0.040111,0.131511,parallel,euclidean,merge
30000,350,2,5,0.321096,2.559442,serial,euclidean,merge
30000,350,2,5,0.046783,0.176601,parallel,euclidean,merge
30000,450,2,5,0.404020,3.477876,serial,euclidean,merge
30000,450,2,5,0.062289,0.237763,parallel,euclidean,merge
10000,50,2,5,0.008626,0.136993,serial,manhattan,merge
10000,50,2,5,0.009046,0.019420,parallel,manhattan,merge
10000,150,2,5,0.025695,0.367570,serial,manhattan,merge
10000,150,2,5,0.012290,0.038873,parallel,manhattan,merge
10000,250,2,5,0.035362,0.585643,serial,manhattan,merge
10000,250,2,5,0.023800,0.053917,parallel,manhattan,merge
10000,350,2,5,0.060482,0.841973,serial,manhattan,merge
10000,350,2,5,0.022488,0.070000,parallel,manhattan,merge
10000,450,2,5,0.077004,1.112204,serial,manhattan,merge
10000,450,2,5,0.040354,0.091309,parallel,manhattan,merge
15000,50,2,5,0.013686,0.228749,serial,manhattan,merge
15000,50,2,5,0.006701,0.025615,parallel,manhattan,merge
15000,150,2,5,0.039082,0.554855,serial,manhattan,merge
15000,150,2,5,0.015474,0.055975,parallel,manhattan,merge
15000,250,2,5,0.053896,0.879223,serial,manhattan,merge
15000,250,2,5,0.022241,0.071838,parallel,manhattan,merge
15000,350,2,5,0.090150,1.189429,serial,manhattan,merge
15000,350,2,5,0.036163,0.102837,parallel,manhattan,merge
15000,450,2,5,0.117508,1.742009,serial,manhattan,merge
15000,450,2,5,0.038536,0.138018,parallel,manhattan,merge
20000,50,2,5,0.019265,0.297730,serial,manhattan,merge
20000,50,2,5,0.013759,0.031226,parallel,manhattan,merge
20000,150,2,5,0.043707,0.798596,serial,manhattan,merge
20000,150,2,5,0.016657,0.067918,parallel,manhattan,merge
20000,250,2,5,0.088673,1.391364,serial,manhattan,merge
20000,250,2,5,0.029277,0.096805,parallel,manhattan,merge
20000,350,2,5,0.113992,1.690122,serial,manhattan,merge
20000,350,2,5,0.032926,0.119869,parallel,manhattan,merge
20000,450,2,5,0.152724,2.337340,serial,manhattan,merge
20000,450,2,5,0.053009,0.181047,parallel,manhattan,merge
25000,50,2,5,0.018730,0.292808,serial,manhattan,merge
25000,50,2,5,0.011035,0.034096,parallel,manhattan,merge
25000,150,2,5,0.052552,0.884456,serial,manhattan,merge
25000,150,2,5,0.023274,0.070000,parallel,manhattan,merge
25000,250,2,5,0.105881,1.610248,serial,manhattan,merge
25000,250,2,5,0.037117,0.132213,parallel,manhattan,merge
25000,350,2,5,0.150268,2.194047,serial,manhattan,merge
25000,350,2,5,0.042443,0.170285,parallel,manhattan,merge
25000,450,2,5,0.192694,2.812019,serial,manhattan,merge
25000,450,2,5,0.049013,0.204480,parallel,manhattan,merge
30000,50,2,5,0.025125,0.445219,serial,manhattan,merge
30000,50,2,5,0.010752,0.037347,parallel,manhattan,merge
30000,150,2,5,0.060103,1.070070,serial,manhattan,merge
30000,150,2,5,0.021006,0.096136,parallel,manhattan,merge
30000,250,2,5,0.111861,1.865769,serial,manhattan,merge
30000,250,2,5,0.034237,0.133510,parallel,manhattan,merge
30000,350,2,5,0.183341,2.879438,serial,manhattan,merge
30000,350,2,5,0.046723,0.175554,parallel,manhattan,merge
30000,450,2,5,0.185937,3.430260,serial,manhattan,merge
30000,450,2,5,0.049014,0.232109,parallel,manhattan,merge
200,50,2,5,0.001194,0.008960,serial,euclidean,insertion
200,50,2,5,0.004504,0.002879,parallel,euclidean,insertion
200,150,2,5,0.001866,0.016210,serial,euclidean,insertion
200,150,2,5,0.000417,0.001953,parallel,euclidean,insertion
200,250,2,5,0.002794,0.026585,serial,euclidean,insertion
200,250,2,5,0.000569,0.003135,parallel,euclidean,insertion
200,350,2,5,0.003514,0.037093,serial,euclidean,insertion
200,350,2,5,0.000732,0.004315,parallel,euclidean,insertion
200,450,2,5,0.004235,0.040461,serial,euclidean,insertion
200,450,2,5,0.000838,0.005715,parallel,euclidean,insertion
300,50,2,5,0.000839,0.010184,serial,euclidean,insertion
300,50,2,5,0.000248,0.001576,parallel,euclidean,insertion
300,150,2,5,0.002385,0.026878,serial,euclidean,insertion
300,150,2,5,0.000462,0.003397,parallel,euclidean,insertion
300,250,2,5,0.003365,0.044706,serial,euclidean,insertion
300,250,2,5,0.006292,0.010562,parallel,euclidean,insertion
300,350,2,5,0.004200,0.066554,serial,euclidean,insertion
300,350,2,5,0.007395,0.010718,parallel,euclidean,insertion
300,450,2,5,0.007625,0.107915,serial,euclidean,insertion
300,450,2,5,0.007073,0.019534,parallel,euclidean,insertion
400,50,2,5,0.001212,0.021509,serial,euclidean,insertion
400,50,2,5,0.003384,0.009899,parallel,euclidean,insertion
400,150,2,5,0.004145,0.063508,serial,euclidean,insertion
400,150,2,5,0.005314,0.015400,parallel,euclidean,insertion
400,250,2,5,0.004773,0.106888,serial,euclidean,insertion
400,250,2,5,0.007218,0.012837,parallel,euclidean,insertion
400,350,2,5,0.005940,0.148046,serial,euclidean,insertion
400,350,2,5,0.011273,0.021121,parallel,euclidean,insertion
400,450,2,5,0.007375,0.190990,serial,euclidean,insertion
400,450,2,5,0.013578,0.019304,parallel,euclidean,insertion
500,50,2,5,0.001502,0.032847,serial,euclidean,insertion
500,50,2,5,0.002258,0.006106,parallel,euclidean,insertion
500,150,2,5,0.004784,0.097915,serial,euclidean,insertion
500,150,2,5,0.009803,0.015500,parallel,euclidean,insertion
500,250,2,5,0.005529,0.162898,serial,euclidean,insertion
500,250,2,5,0.015764,0.022935,parallel,euclidean,insertion
500,350,2,5,0.007196,0.227829,serial,euclidean,insertion
500,350,2,5,0.017691,0.027599,parallel,euclidean,insertion
500,450,2,5,0.008996,0.289570,serial,euclidean,insertion
500,450,2,5,0.010326,0.034263,parallel,euclidean,insertion
600,50,2,5,0.001765,0.046889,serial,euclidean,insertion
600,50,2,5,0.007358,0.007467,parallel,euclidean,insertion
600,150,2,5,0.004117,0.139756,serial,euclidean,insertion
600,150,2,5,0.010244,0.022639,parallel,euclidean,insertion
600,250,2,5,0.006358,0.233127,serial,euclidean,insertion
600,250,2,5,0.008380,0.030945,parallel,euclidean,insertion
600,350,2,5,0.008501,0.312116,serial,euclidean,insertion
600,350,2,5,0.011468,0.024571,parallel,euclidean,insertion
600,450,2,5,0.010360,0.364284,serial,euclidean,insertion
600,450,2,5,0.011785,0.035632,parallel,euclidean,insertion
200,50,2,5,0.000264,0.004980,serial,manhattan,insertion
200,50,2,5,0.000271,0.002734,parallel,manhattan,insertion
200,150,2,5,0.000762,0.012941,serial,manhattan,insertion
200,150,2,5,0.005849,0.005651,parallel,manhattan,insertion
200,250,2,5,0.001370,0.026538,serial,manhattan,insertion
200,250,2,5,0.004000,0.007680,parallel,manhattan,insertion
200,350,2,5,0.001961,0.037176,serial,manhattan,insertion
200,350,2,5,0.004434,0.004480,parallel,manhattan,insertion
200,450,2,5,0.002437,0.047714,serial,manhattan,insertion
200,450,2,5,0.005538,0.011995,parallel,manhattan,insertion
300,50,2,5,0.000418,0.012697,serial,manhattan,insertion
300,50,2,5,0.003075,0.008890,parallel,manhattan,insertion
300,150,2,5,0.001444,0.036189,serial,manhattan,insertion
300,150,2,5,0.002830,0.003464,parallel,manhattan,insertion
300,250,2,5,0.002059,0.059515,serial,manhattan,insertion
300,250,2,5,0.007942,0.011173,parallel,manhattan,insertion
300,350,2,5,0.002595,0.063694,serial,manhattan,insertion
300,350,2,5,0.011888,0.015520,parallel,manhattan,insertion
300,450,2,5,0.003074,0.080887,serial,manhattan,insertion
300,450,2,5,0.007587,0.015787,parallel,manhattan,insertion
400,50,2,5,0.000611,0.022065,serial,manhattan,insertion
400,50,2,5,0.003691,0.008259,parallel,manhattan,insertion
400,150,2,5,0.001839,0.063657,serial,manhattan,insertion
400,150,2,5,0.003526,0.018929,parallel,manhattan,insertion
400,250,2,5,0.003007,0.105630,serial,manhattan,insertion
400,250,2,5,0.007765,0.020468,parallel,manhattan,insertion
400,350,2,5,0.003473,0.152806,serial,manhattan,insertion
400,350,2,5,0.008185,0.018570,parallel,manhattan,insertion
400,450,2,5,0.004413,0.190102,serial,manhattan,insertion
400,450,2,5,0.020913,0.022041,parallel,manhattan,insertion
500,50,2,5,0.000532,0.032535,serial,manhattan,insertion
500,50,2,5,0.004232,0.008870,parallel,manhattan,insertion
500,150,2,5,0.002767,0.098187,serial,manhattan,insertion
500,150,2,5,0.005976,0.018325,parallel,manhattan,insertion
500,250,2,5,0.003851,0.162744,serial,manhattan,insertion
500,250,2,5,0.009135,0.019066,parallel,manhattan,insertion
500,350,2,5,0.004146,0.228048,serial,manhattan,insertion
500,350,2,5,0.015594,0.029539,parallel,manhattan,insertion
500,450,2,5,0.005953,0.293693,serial,manhattan,insertion
500,450,2,5,0.015434,0.026114,parallel,manhattan,insertion
600,50,2,5,0.000819,0.047257,serial,manhattan,insertion
600,50,2,5,0.000476,0.004895,parallel,manhattan,insertion
600,150,2,5,0.002408,0.125528,serial,manhattan,insertion
600,150,2,5,0.006164,0.014729,parallel,manhattan,insertion
600,250,2,5,0.003167,0.175289,serial,manhattan,insertion
600,250,2,5,0.006190,0.028511,parallel,manhattan,insertion
600,350,2,5,0.004685,0.326587,serial,manhattan,insertion
600,350,2,5,0.013532,0.031657,parallel,manhattan,insertion
600,450,2,5,0.006079,0.371948,serial,manhattan,insertion
600,450,2,5,0.016176,0.051219,parallel,manhattan,insertion
10000,50,2,5,0.013165,0.067725,serial,euclidean,quick
10000,50,2,5,0.005685,0.011124,parallel,euclidean,quick
10000,150,2,5,0.050830,0.253212,serial,euclidean,quick
10000,150,2,5,0.015269,0.023803,parallel,euclidean,quick
10000,250,2,5,0.064286,0.339199,serial,euclidean,quick
10000,250,2,5,0.021238,0.044813,parallel,euclidean,quick
10000,350,2,5,0.120122,0.513521,serial,euclidean,quick
10000,350,2,5,0.053117,0.040875,parallel,euclidean,quick
10000,450,2,5,0.151401,0.611535,serial,euclidean,quick
10000,450,2,5,0.036633,0.050409,parallel,euclidean,quick
15000,50,2,5,0.024814,0.140118,serial,euclidean,quick
15000,50,2,5,0.004959,0.013505,parallel,euclidean,quick
15000,150,2,5,0.075827,0.379187,serial,euclidean,quick
15000,150,2,5,0.020536,0.027217,parallel,euclidean,quick
15000,250,2,5,0.124602,0.581002,serial,euclidean,quick
15000,250,2,5,0.024821,0.045204,parallel,euclidean,quick
15000,350,2,5,0.172731,0.760084,serial,euclidean,quick
15000,350,2,5,0.033016,0.065196,parallel,euclidean,quick
15000,450,2,5,0.201889,0.950811,serial,euclidean,quick
15000,450,2,5,0.042504,0.081763,parallel,euclidean,quick
20000,50,2,5,0.034949,0.190722,serial,euclidean,quick
20000,50,2,5,0.009040,0.015889,parallel,euclidean,quick
20000,150,2,5,0.100005,0.465007,serial,euclidean,quick
20000,150,2,5,0.023775,0.039361,parallel,euclidean,quick
20000,250,2,5,0.167050,0.810731,serial,euclidean,quick
20000,250,2,5,0.033037,0.055329,parallel,euclidean,quick
20000,350,2,5,0.232927,1.014028,serial,euclidean,quick
20000,350,2,5,0.044548,0.078256,parallel,euclidean,quick
20000,450,2,5,0.296125,1.474804,serial,euclidean,quick
20000,450,2,5,0.061358,0.095563,parallel,euclidean,quick
25000,50,2,5,0.041372,0.244925,serial,euclidean,quick
25000,50,2,5,0.007399,0.025610,parallel,euclidean,quick
25000,150,2,5,0.125022,0.652082,serial,euclidean,quick
25000,150,2,5,0.024950,0.056855,parallel,euclidean,quick
25000,250,2,5,0.156762,0.955360,serial,euclidean,quick
25000,250,2,5,0.037789,0.075034,parallel,euclidean,quick
25000,350,2,5,0.292607,1.304093,serial,euclidean,quick
25000,350,2,5,0.044538,0.091885,parallel,euclidean,quick
25000,450,2,5,0.332848,1.660670,serial,euclidean,quick
25000,450,2,5,0.058243,0.124977,parallel,euclidean,quick
30000,50,2,5,0.049994,0.284687,serial,euclidean,quick
30000,50,2,5,0.012258,0.021830,parallel,euclidean,quick
30000,150,2,5,0.148449,0.690453,serial,euclidean,quick
30000,150,2,5,0.026561,0.058557,parallel,euclidean,quick
30000,250,2,5,0.247121,1.122642,serial,euclidean,quick
30000,250,2,5,0.041407,0.088822,parallel,euclidean,quick
30000,350,2,5,0.325646,1.574902,serial,euclidean,quick
30000,350,2,5,0.052186,0.106264,parallel,euclidean,quick
30000,450,2,5,0.417988,2.140256,serial,euclidean,quick
30000,450,2,5,0.062957,0.134999,parallel,euclidean,quick
10000,50,2,5,0.008940,0.078090,serial,manhattan,quick
10000,50,2,5,0.004866,0.008590,parallel,manhattan,quick
10000,150,2,5,0.026531,0.255748,serial,manhattan,quick
10000,150,2,5,0.013464,0.023720,parallel,manhattan,quick
10000,250,2,5,0.042317,0.383861,serial,manhattan,quick
10000,250,2,5,0.025644,0.035713,parallel,manhattan,quick
10000,350,2,5,0.059553,0.522601,serial,manhattan,quick
10000,350,2,5,0.021385,0.046384,parallel,manhattan,quick
10000,450,2,5,0.061048,0.617276,serial,manhattan,quick
10000,450,2,5,0.035397,0.047580,parallel,manhattan,quick
15000,50,2,5,0.010593,0.119093,serial,manhattan,quick
15000,50,2,5,0.005912,0.019480,parallel,manhattan,quick
15000,150,2,5,0.037915,0.370435,serial,manhattan,quick
15000,150,2,5,0.017830,0.038052,parallel,manhattan,quick
15000,250,2,5,0.064260,0.579675,serial,manhattan,quick
15000,250,2,5,0.023694,0.048363,parallel,manhattan,quick
15000,350,2,5,0.088120,0.833848,serial,manhattan,quick
