n,m,dims,k,time_dist,time_sort,serial_parallel,distance_function,sort_function
400,250,2,5,0.004609,0.105705,serial,euclidean,insertion
400,250,2,5,0.004882,0.016646,parallel,euclidean,insertion
400,350,2,5,0.005979,0.147905,serial,euclidean,insertion
400,350,2,5,0.013461,0.016674,parallel,euclidean,insertion
400,450,2,5,0.007359,0.190793,serial,euclidean,insertion
400,450,2,5,0.013116,0.021679,parallel,euclidean,insertion
500,50,2,5,0.001468,0.033482,serial,euclidean,insertion
500,50,2,5,0.000571,0.003603,parallel,euclidean,insertion
500,150,2,5,0.003619,0.097559,serial,euclidean,insertion
500,150,2,5,0.007205,0.016726,parallel,euclidean,insertion
500,250,2,5,0.009648,0.164519,serial,euclidean,insertion
500,250,2,5,0.013505,0.023586,parallel,euclidean,insertion
500,350,2,5,0.007325,0.228156,serial,euclidean,insertion
500,350,2,5,0.009067,0.022144,parallel,euclidean,insertion
500,450,2,5,0.008958,0.283094,serial,euclidean,insertion
500,450,2,5,0.011379,0.026076,parallel,euclidean,insertion
600,50,2,5,0.001824,0.046882,serial,euclidean,insertion
600,50,2,5,0.003250,0.009692,parallel,euclidean,insertion
600,150,2,5,0.004134,0.128724,serial,euclidean,insertion
600,150,2,5,0.004160,0.019919,parallel,euclidean,insertion
600,250,2,5,0.006222,0.233212,serial,euclidean,insertion
600,250,2,5,0.009956,0.030312,parallel,euclidean,insertion
600,350,2,5,0.008509,0.318092,serial,euclidean,insertion
600,350,2,5,0.011065,0.031412,parallel,euclidean,insertion
600,450,2,5,0.010403,0.389795,serial,euclidean,insertion
600,450,2,5,0.018375,0.039392,parallel,euclidean,insertion
200,50,2,5,0.000282,0.006019,serial,manhattan,insertion
200,50,2,5,0.002678,0.000441,parallel,manhattan,insertion
200,150,2,5,0.000845,0.016511,serial,manhattan,insertion
200,150,2,5,0.004131,0.003984,parallel,manhattan,insertion
200,250,2,5,0.001817,0.029524,serial,manhattan,insertion
200,250,2,5,0.004508,0.006756,parallel,manhattan,insertion
200,350,2,5,0.003120,0.039218,serial,manhattan,insertion
200,350,2,5,0.004537,0.013739,parallel,manhattan,insertion
200,450,2,5,0.001692,0.035801,serial,manhattan,insertion
200,450,2,5,0.005079,0.011411,parallel,manhattan,insertion
300,50,2,5,0.000401,0.010056,serial,manhattan,insertion
300,50,2,5,0.002901,0.007158,parallel,manhattan,insertion
300,150,2,5,0.001570,0.036684,serial,manhattan,insertion
300,150,2,5,0.002575,0.004839,parallel,manhattan,insertion
300,250,2,5,0.002051,0.059501,serial,manhattan,insertion
300,250,2,5,0.003528,0.013972,parallel,manhattan,insertion
300,350,2,5,0.002769,0.083180,serial,manhattan,insertion
300,350,2,5,0.007101,0.012089,parallel,manhattan,insertion
300,450,2,5,0.003548,0.106975,serial,manhattan,insertion
300,450,2,5,0.013589,0.017218,parallel,manhattan,insertion
400,50,2,5,0.000833,0.022715,serial,manhattan,insertion
400,50,2,5,0.000472,0.005865,parallel,manhattan,insertion
400,150,2,5,0.001884,0.065386,serial,manhattan,insertion
400,150,2,5,0.005572,0.009251,parallel,manhattan,insertion
400,250,2,5,0.002620,0.105513,serial,manhattan,insertion
400,250,2,5,0.006463,0.016998,parallel,manhattan,insertion
400,350,2,5,0.003464,0.147699,serial,manhattan,insertion
400,350,2,5,0.011553,0.017590,parallel,manhattan,insertion
400,450,2,5,0.004248,0.189904,serial,manhattan,insertion
400,450,2,5,0.010482,0.026186,parallel,manhattan,insertion
500,50,2,5,0.000714,0.033072,serial,manhattan,insertion
500,50,2,5,0.003960,0.010579,parallel,manhattan,insertion
500,150,2,5,0.002097,0.097749,serial,manhattan,insertion
500,150,2,5,0.004419,0.019005,parallel,manhattan,insertion
500,250,2,5,0.003268,0.162906,serial,manhattan,insertion
500,250,2,5,0.010786,0.019314,parallel,manhattan,insertion
500,350,2,5,0.004266,0.228076,serial,manhattan,insertion
500,350,2,5,0.020324,0.027872,parallel,manhattan,insertion
500,450,2,5,0.005189,0.297188,serial,manhattan,insertion
500,450,2,5,0.012205,0.026731,parallel,manhattan,insertion
600,50,2,5,0.000818,0.047164,serial,manhattan,insertion
600,50,2,5,0.003846,0.009232,parallel,manhattan,insertion
600,150,2,5,0.002368,0.139713,serial,manhattan,insertion
600,150,2,5,0.005607,0.018406,parallel,manhattan,insertion
600,250,2,5,0.003574,0.233219,serial,manhattan,insertion
600,250,2,5,0.007152,0.027546,parallel,manhattan,insertion
600,350,2,5,0.004801,0.294663,serial,manhattan,insertion
600,350,2,5,0.011363,0.041323,parallel,manhattan,insertion
600,450,2,5,0.006040,0.381132,serial,manhattan,insertion
600,450,2,5,0.014709,0.034371,parallel,manhattan,insertion
10000,50,2,5,0.013208,0.067711,serial,euclidean,quick
10000,50,2,5,0.003690,0.008681,parallel,euclidean,quick
10000,150,2,5,0.041084,0.216665,serial,euclidean,quick
10000,150,2,5,0.017358,0.027893,parallel,euclidean,quick
10000,250,2,5,0.083822,0.390072,serial,euclidean,quick
10000,250,2,5,0.021103,0.033451,parallel,euclidean,quick
10000,350,2,5,0.117866,0.533509,serial,euclidean,quick
10000,350,2,5,0.027435,0.044937,parallel,euclidean,quick
10000,450,2,5,0.151565,0.655458,serial,euclidean,quick
10000,450,2,5,0.040914,0.046920,parallel,euclidean,quick
15000,50,2,5,0.021510,0.120373,serial,euclidean,quick
15000,50,2,5,0.005507,0.013132,parallel,euclidean,quick
15000,150,2,5,0.074970,0.351381,serial,euclidean,quick
15000,150,2,5,0.019349,0.033362,parallel,euclidean,quick
15000,250,2,5,0.125366,0.576996,serial,euclidean,quick
15000,250,2,5,0.032971,0.041088,parallel,euclidean,quick
15000,350,2,5,0.174402,0.743002,serial,euclidean,quick
15000,350,2,5,0.037703,0.061240,parallel,euclidean,quick
15000,450,2,5,0.215162,1.007559,serial,euclidean,quick
15000,450,2,5,0.047663,0.076082,parallel,euclidean,quick
20000,50,2,5,0.033322,0.191731,serial,euclidean,quick
20000,50,2,5,0.005392,0.016798,parallel,euclidean,quick
20000,150,2,5,0.100550,0.507422,serial,euclidean,quick
20000,150,2,5,0.026577,0.042046,parallel,euclidean,quick
20000,250,2,5,0.166539,0.725330,serial,euclidean,quick
20000,250,2,5,0.031028,0.062406,parallel,euclidean,quick
20000,350,2,5,0.229205,1.089309,serial,euclidean,quick
20000,350,2,5,0.039880,0.077532,parallel,euclidean,quick
20000,450,2,5,0.300033,1.374627,serial,euclidean,quick
20000,450,2,5,0.056655,0.097844,parallel,euclidean,quick
25000,50,2,5,0.032258,0.185982,serial,euclidean,quick
25000,50,2,5,0.010707,0.021559,parallel,euclidean,quick
25000,150,2,5,0.125049,0.624666,serial,euclidean,quick
25000,150,2,5,0.025025,0.044506,parallel,euclidean,quick
25000,250,2,5,0.215557,0.984041,serial,euclidean,quick
25000,250,2,5,0.040183,0.069780,parallel,euclidean,quick
25000,350,2,5,0.268775,1.625970,serial,euclidean,quick
25000,350,2,5,0.051017,0.100705,parallel,euclidean,quick
25000,450,2,5,0.363908,1.706526,serial,euclidean,quick
25000,450,2,5,0.056931,0.115311,parallel,euclidean,quick
30000,50,2,5,0.049635,0.281034,serial,euclidean,quick
30000,50,2,5,0.010444,0.034128,parallel,euclidean,quick
30000,150,2,5,0.148953,0.706657,serial,euclidean,quick
30000,150,2,5,0.027372,0.051266,parallel,euclidean,quick
30000,250,2,5,0.249494,1.128211,serial,euclidean,quick
30000,250,2,5,0.038624,0.084371,parallel,euclidean,quick
30000,350,2,5,0.324854,1.632760,serial,euclidean,quick
30000,350,2,5,0.051695,0.112573,parallel,euclidean,quick
30000,450,2,5,0.419809,2.292275,serial,euclidean,quick
30000,450,2,5,0.063840,0.151076,parallel,euclidean,quick
10000,50,2,5,0.011151,0.090253,serial,manhattan,quick
10000,50,2,5,0.004288,0.012047,parallel,manhattan,quick
10000,150,2,5,0.026770,0.275100,serial,manhattan,quick
10000,150,2,5,0.019618,0.030753,parallel,manhattan,quick
10000,250,2,5,0.043707,0.419931,serial,manhattan,quick
10000,250,2,5,0.038606,0.037387,parallel,manhattan,quick
10000,350,2,5,0.060230,0.521202,serial,manhattan,quick
10000,350,2,5,0.023037,0.046070,parallel,manhattan,quick
10000,450,2,5,0.083627,0.659420,serial,manhattan,quick
10000,450,2,5,0.042526,0.052607,parallel,manhattan,quick
15000,50,2,5,0.012989,0.140408,serial,manhattan,quick
15000,50,2,5,0.006031,0.018131,parallel,manhattan,quick
15000,150,2,5,0.038294,0.365820,serial,manhattan,quick
15000,150,2,5,0.010318,0.033948,parallel,manhattan,quick
15000,250,2,5,0.050003,0.543693,serial,manhattan,quick
15000,250,2,5,0.026484,0.043174,parallel,manhattan,quick
15000,350,2,5,0.089144,0.779483,serial,manhattan,quick
15000,350,2,5,0.036305,0.062954,parallel,manhattan,quick
15000,450,2,5,0.115764,1.072057,serial,manhattan,quick
15000,450,2,5,0.036239,0.077447,parallel,manhattan,quick
20000,50,2,5,0.016946,0.192286,serial,manhattan,quick
20000,50,2,5,0.008220,0.018046,parallel,manhattan,quick
20000,150,2,5,0.047465,0.465627,serial,manhattan,quick
20000,150,2,5,0.021960,0.044199,parallel,manhattan,quick
20000,250,2,5,0.086802,0.810092,serial,manhattan,quick
20000,250,2,5,0.024378,0.059214,parallel,manhattan,quick
20000,350,2,5,0.121464,1.134245,serial,manhattan,quick
20000,350,2,5,0.035397,0.077007,parallel,manhattan,quick
20000,450,2,5,0.153609,1.396110,serial,manhattan,quick
20000,450,2,5,0.050276,0.093582,parallel,manhattan,quick
25000,50,2,5,0.022556,0.238891,serial,manhattan,quick
25000,50,2,5,0.006831,0.019735,parallel,manhattan,quick
25000,150,2,5,0.063562,0.620669,serial,manhattan,quick
25000,150,2,5,0.020638,0.060372,parallel,manhattan,quick
25000,250,2,5,0.107128,1.012425,serial,manhattan,quick
25000,250,2,5,0.034272,0.072805,parallel,manhattan,quick
25000,350,2,5,0.150340,1.376298,serial,manhattan,quick
25000,350,2,5,0.038609,0.108227,parallel,manhattan,quick
25000,450,2,5,0.165929,1.836588,serial,manhattan,quick
25000,450,2,5,0.059942,0.119171,parallel,manhattan,quick
30000,50,2,5,0.024920,0.301448,serial,manhattan,quick
30000,50,2,5,0.006938,0.028253,parallel,manhattan,quick
30000,150,2,5,0.077203,0.748961,serial,manhattan,quick
30000,150,2,5,0.038272,0.094130,parallel,manhattan,quick
30000,250,2,5,0.127355,1.203152,serial,manhattan,quick
30000,250,2,5,0.066094,0.089637,parallel,manhattan,quick
30000,350,2,5,0.177207,1.636908,serial,manhattan,quick
30000,350,2,5,0.045652,0.099255,parallel,manhattan,quick
30000,450,2,5,0.210901,2.332276,serial,manhattan,quick
30000,450,2,5,0.052639,0.144922,parallel,manhattan,quick
10000,50,2,5,0.018808,0.145132,serial,euclidean,merge
10000,50,2,5,0.007529,0.018501,parallel,euclidean,merge
10000,150,2,5,0.050351,0.412806,serial,euclidean,merge
10000,150,2,5,0.019869,0.038181,parallel,euclidean,merge
10000,250,2,5,0.086500,0.614242,serial,euclidean,merge
10000,250,2,5,0.027792,0.050206,parallel,euclidean,merge
10000,350,2,5,0.104365,0.895128,serial,euclidean,merge
10000,350,2,5,0.032373,0.056588,parallel,euclidean,merge
10000,450,2,5,0.150392,1.173276,serial,euclidean,merge
10000,450,2,5,0.036610,0.098233,parallel,euclidean,merge
15000,50,2,5,0.027218,0.226346,serial,euclidean,merge
15000,50,2,5,0.007796,0.030252,parallel,euclidean,merge
15000,150,2,5,0.077809,0.551091,serial,euclidean,merge
15000,150,2,5,0.017020,0.047675,parallel,euclidean,merge
15000,250,2,5,0.122790,0.978400,serial,euclidean,merge
15000,250,2,5,0.036197,0.073398,parallel,euclidean,merge
15000,350,2,5,0.176599,1.442657,serial,euclidean,merge
15000,350,2,5,0.037112,0.098832,parallel,euclidean,merge
15000,450,2,5,0.215624,2.236154,serial,euclidean,merge
15000,450,2,5,0.042882,0.118984,parallel,euclidean,merge
20000,50,2,5,0.030501,0.272601,serial,euclidean,merge
20000,50,2,5,0.010555,0.028545,parallel,euclidean,merge
20000,150,2,5,0.099577,0.710651,serial,euclidean,merge
20000,150,2,5,0.024002,0.063568,parallel,euclidean,merge
20000,250,2,5,0.170811,1.363307,serial,euclidean,merge
20000,250,2,5,0.035466,0.089831,parallel,euclidean,merge
20000,350,2,5,0.241301,1.702278,serial,euclidean,merge
20000,350,2,5,0.042631,0.126006,parallel,euclidean,merge
20000,450,2,5,0.291058,2.309074,serial,euclidean,merge
20000,450,2,5,0.060879,0.163611,parallel,euclidean,merge
25000,50,2,5,0.041166,0.315604,serial,euclidean,merge
25000,50,2,5,0.013932,0.034550,parallel,euclidean,merge
25000,150,2,5,0.127260,0.897912,serial,euclidean,merge
25000,150,2,5,0.024436,0.067616,parallel,euclidean,merge
25000,250,2,5,0.207469,1.850297,serial,euclidean,merge
25000,250,2,5,0.034396,0.117041,parallel,euclidean,merge
25000,350,2,5,0.290584,2.183190,serial,euclidean,merge
25000,350,2,5,0.048382,0.147576,parallel,euclidean,merge
25000,450,2,5,0.342781,2.661195,serial,euclidean,merge
25000,450,2,5,0.060754,0.224504,parallel,euclidean,merge
30000,50,2,5,0.050953,0.435319,serial,euclidean,merge
30000,50,2,5,0.009924,0.045944,parallel,euclidean,merge
30000,150,2,5,0.148959,1.147312,serial,euclidean,merge
30000,150,2,5,0.028602,0.093843,parallel,euclidean,merge
30000,250,2,5,0.248204,1.864057,serial,euclidean,merge
30000,250,2,5,0.037063,0.134849,parallel,euclidean,merge
30000,350,2,5,0.330669,2.482409,serial,euclidean,merge
30000,350,2,5,0.055276,0.201321,parallel,euclidean,merge
30000,450,2,5,0.423402,3.389423,serial,euclidean,merge
30000,450,2,5,0.065934,0.249086,parallel,euclidean,merge
10000,50,2,5,0.008407,0.143601,serial,manhattan,merge
10000,50,2,5,0.005731,0.012993,parallel,manhattan,merge
10000,150,2,5,0.025985,0.367796,serial,manhattan,merge
10000,150,2,5,0.022597,0.038382,parallel,manhattan,merge
10000,250,2,5,0.042573,0.598434,serial,manhattan,merge
10000,250,2,5,0.026025,0.055420,parallel,manhattan,merge
10000,350,2,5,0.046051,0.757509,serial,manhattan,merge
10000,350,2,5,0.029467,0.071302,parallel,manhattan,merge
10000,450,2,5,0.077081,1.058707,serial,manhattan,merge
10000,450,2,5,0.034565,0.094297,parallel,manhattan,merge
15000,50,2,5,0.014076,0.175939,serial,manhattan,merge
15000,50,2,5,0.010137,0.022232,parallel,manhattan,merge
15000,150,2,5,0.037502,0.555605,serial,manhattan,merge
15000,150,2,5,0.013862,0.053588,parallel,manhattan,merge
15000,250,2,5,0.066937,0.940300,serial,manhattan,merge
15000,250,2,5,0.026958,0.068176,parallel,manhattan,merge
15000,350,2,5,0.091482,1.200479,serial,manhattan,merge
15000,350,2,5,0.030667,0.108786,parallel,manhattan,merge
15000,450,2,5,0.116967,1.580342,serial,manhattan,merge
15000,450,2,5,0.039200,0.137185,parallel,manhattan,merge
20000,50,2,5,0.016898,0.294674,serial,manhattan,merge
20000,50,2,5,0.007834,0.023340,parallel,manhattan,merge
20000,150,2,5,0.050348,0.742545,serial,manhattan,merge
20000,150,2,5,0.016150,0.065787,parallel,manhattan,merge
20000,250,2,5,0.084865,1.352364,serial,manhattan,merge
20000,250,2,5,0.028686,0.094348,parallel,manhattan,merge
20000,350,2,5,0.117558,1.616667,serial,manhattan,merge
20000,350,2,5,0.038138,0.137537,parallel,manhattan,merge
20000,450,2,5,0.155092,2.089876,serial,manhattan,merge
20000,450,2,5,0.047560,0.170773,parallel,manhattan,merge
25000,50,2,5,0.022680,0.369493,serial,manhattan,merge
25000,50,2,5,0.013187,0.029702,parallel,manhattan,merge
25000,150,2,5,0.063012,0.899590,serial,manhattan,merge
25000,150,2,5,0.021212,0.075036,parallel,manhattan,merge
25000,250,2,5,0.110460,1.522727,serial,manhattan,merge
25000,250,2,5,0.030992,0.118005,parallel,manhattan,merge
25000,350,2,5,0.148110,2.054489,serial,manhattan,merge
25000,350,2,5,0.044476,0.157930,parallel,manhattan,merge
25000,450,2,5,0.188475,2.970334,serial,manhattan,merge
25000,450,2,5,0.047679,0.190743,parallel,manhattan,merge
30000,50,2,5,0.022946,0.368972,serial,manhattan,merge
30000,50,2,5,0.009290,0.038279,parallel,manhattan,merge
30000,150,2,5,0.074662,1.070932,serial,manhattan,merge
30000,150,2,5,0.024057,0.083370,parallel,manhattan,merge
30000,250,2,5,0.126183,1.814264,serial,manhattan,merge
30000,250,2,5,0.033810,0.133420,parallel,manhattan,merge
30000,350,2,5,0.180684,2.589515,serial,manhattan,merge
30000,350,2,5,0.042151,0.181454,parallel,manhattan,merge
30000,450,2,5,0.219393,3.578494,serial,manhattan,merge
30000,450,2,5,0.057427,0.232353,parallel,manhattan,merge
